title,位置,经纬度
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
安阁苑,上海市浦东新区安阁苑,"121.579323,31.092308"
金沁苑,上海市浦东新区金沁苑,"121.598503,31.081644"
凌港城,上海市浦东新区凌港城,"121.736458,31.170120"
丽都华庭,上海市浦东新区丽都华庭,"121.824844,30.898340"
凌港城,上海市浦东新区凌港城,"121.736458,31.170120"
民乐城惠益绿苑,上海市浦东新区民乐城惠益绿苑,"121.738839,31.065834"
潼港八村,上海市浦东新区潼港八村,"121.563263,31.248215"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
乐源城C区,上海市浦东新区乐源城c区,"121.776923,31.048385"
民乐城丽园,上海市浦东新区民乐城丽园,"121.738292,31.063680"
百欣苑,上海市浦东新区百欣苑,"121.752472,31.170876"
鹤沙航城东茗苑,上海市浦东新区鹤沙航城东茗苑,"121.602766,31.074136"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
桃园新城中虹佳园,上海市浦东新区桃园新城中虹佳园,"121.585096,31.095047"
思凡花苑二街坊,上海市浦东新区花苑二街坊,"121.750275,31.145092"
丝庐雅苑二期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
东升家园(三期),上海市浦东新区东升家园,"121.604713,31.020880"
王桥小区,上海市浦东新区王桥小区,"121.681259,31.234648"
汇通新村,上海市浦东新区汇通新村,"121.750443,31.046963"
听潮四村,上海市浦东新区听潮四村,"121.742966,31.047499"
汇锦城二期,上海市浦东新区吉宝汇锦城二期,"121.639687,31.031315"
听潮四村,上海市浦东新区听潮四村,"121.742966,31.047499"
新雅小区,上海市浦东新区新雅小区,"121.655113,31.280384"
甬申金地城,上海市浦东新区甬申金地城,"121.767288,31.057440"
听潮二村,上海市浦东新区听潮二村,"121.745613,31.050718"
临园小区,上海市浦东新区临园小区,"121.699005,31.191544"
听潮四村,上海市浦东新区听潮四村,"121.742966,31.047499"
听潮二村,上海市浦东新区听潮二村,"121.745613,31.050718"
听潮一村,上海市浦东新区听潮一村,"121.739876,31.046640"
绿缘新村,上海市浦东新区绿缘新村,"121.761986,31.037413"
康桥宝邸,上海市浦东新区康桥宝邸,"121.602409,31.123215"
金盛佳苑,上海市浦东新区金盛佳苑,"121.689888,31.253487"
河滨城市花园,上海市浦东新区河滨城市花园,"121.655353,31.262692"
华高二村,上海市浦东新区华高二村,"121.615974,31.281120"
周康一村,上海市浦东新区周康一村,"121.568604,31.135033"
逸亭佳苑,上海市浦东新区逸亭佳苑,"121.586105,31.114622"
浦东北路1350弄,上海市浦东新区浦东北路,"121.572952,31.331055"
伟莱家园,上海市浦东新区伟莱家园,"121.577202,31.281532"
同润蓝美俊庭,上海市浦东新区同润蓝美俊庭,"121.747269,30.961639"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
听潮六村,上海市浦东新区听潮六村,"121.743423,31.045002"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
惠南一方新城,上海市浦东新区惠南一方新城,"121.737942,31.035214"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
欣松苑,上海市浦东新区欣松苑,"121.700035,31.023359"
泥城苑,上海市浦东新区泥城苑,"121.831535,30.903568"
欣梅苑,上海市浦东新区欣梅苑,"121.701752,31.025724"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
欣菊苑,上海市宝山区欣菊苑,"121.368156,31.348858"
听潮六村,上海市浦东新区听潮六村,"121.743423,31.045002"
申云小区,上海市浦东新区申云小区,"121.751274,31.039566"
欣荷苑,上海市浦东新区欣荷苑,"121.702454,31.020790"
欣荷苑,上海市浦东新区欣荷苑,"121.702454,31.020790"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
欣梅苑,上海市浦东新区欣梅苑,"121.701752,31.025724"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
思凡花苑一街坊,上海市浦东新区思凡花苑一街坊,"121.751167,31.144808"
新雅小区,上海市浦东新区新雅小区,"121.655113,31.280384"
云帆名苑,上海市浦东新区云帆名苑,"121.818558,30.899387"
锦园坊,上海市浦东新区锦园坊,"121.747398,31.025200"
云树仁居,上海市浦东新区云树仁居,"121.801361,30.898569"
康桥宝邸,上海市浦东新区康桥宝邸,"121.602409,31.123215"
东升家园(三期),上海市浦东新区东升家园,"121.604713,31.020880"
东升家园(三期),上海市浦东新区东升家园,"121.604713,31.020880"
聚航苑,上海市浦东新区聚航苑,"121.580330,31.024145"
申云小区,上海市浦东新区申云小区,"121.751274,31.039566"
云树欣居,上海市浦东新区云树欣居,"121.803635,30.898594"
绿缘新村,上海市浦东新区绿缘新村,"121.761986,31.037413"
荷风景庭,上海市浦东新区荷风景庭,"121.807457,30.911144"
东升家园(三期),上海市浦东新区东升家园,"121.604713,31.020880"
东升家园(三期),上海市浦东新区东升家园,"121.604713,31.020880"
良丰新村,上海市浦东新区良丰新村,"121.767044,31.044754"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
申云小区,上海市浦东新区申云小区,"121.751274,31.039566"
惠益新苑,上海市浦东新区惠益新苑,"121.739397,31.061307"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
汇华花园,上海市浦东新区汇华花园,"121.573532,31.114857"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
华沙二村,上海市浦东新区华沙二村,"121.692101,31.190378"
宁怡苑,上海市浦东新区宁怡苑,"121.611534,31.138317"
新环西路546弄,上海市浦东新区新环西路546弄,"121.643542,31.021328"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
福汇二村,上海市浦东新区福汇二村,"121.758575,31.039522"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
鑫通公寓,上海市浦东新区鑫通公寓,"121.753502,31.041746"
申云小区,上海市浦东新区申云小区,"121.751274,31.039566"
爱盛家园,上海市浦东新区爱盛家园,"121.764877,31.055004"
爱盛家园,上海市浦东新区爱盛家园,"121.764877,31.055004"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
欣欣苑,上海市浦东新区欣欣苑,"121.737900,31.041147"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
欣欣苑,上海市浦东新区欣欣苑,"121.737900,31.041147"
人民东路2729弄,上海市浦东新区人民东路2729弄,"121.761795,31.049041"
宁怡苑,上海市浦东新区宁怡苑,"121.611534,31.138317"
天鹅泉公寓,上海市浦东新区天鹅泉公寓,"121.574348,31.333406"
皇宫半岛,上海市浦东新区皇宫半岛,"121.781013,31.042259"
鑫通公寓,上海市浦东新区鑫通公寓,"121.753502,31.041746"
云锦名苑,上海市浦东新区云锦名苑,"121.824234,30.899065"
凯德新视界(二期),上海市浦东新区凯德新视界,"121.808937,30.961933"
欣春苑,上海市浦东新区欣春苑,"121.705421,31.024275"
申云小区,上海市浦东新区申云小区,"121.751274,31.039566"
乐源城B区,上海市浦东新区乐源城b区,"121.772500,31.048314"
欣秋苑,上海市浦东新区欣秋苑,"121.705002,31.022058"
云锦名苑,上海市浦东新区云锦名苑,"121.824234,30.899065"
云锦名苑,上海市浦东新区云锦名苑,"121.824234,30.899065"
欣梅苑,上海市浦东新区欣梅苑,"121.701752,31.025724"
海霞佳苑,上海市浦东新区海霞佳苑,"121.745071,31.170147"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
欣春苑,上海市浦东新区欣春苑,"121.705421,31.024275"
云树欣居,上海市浦东新区云树欣居,"121.803635,30.898594"
听潮民乐苑,上海市浦东新区听潮民乐苑,"121.745641,31.052087"
云锦名苑,上海市浦东新区云锦名苑,"121.824234,30.899065"
丽泽荷亭苑,上海市浦东新区丽泽荷亭苑,"121.875160,30.975315"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
春港丽园(公寓),上海市浦东新区春港丽园,"121.622963,31.201820"
瀚龙苑,上海市浦东新区瀚龙苑,"121.666214,31.194107"
虹御公寓,上海市浦东新区虹御公寓,"121.626259,31.210310"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
妙境家园,上海市浦东新区妙境家园,"121.697563,31.186970"
蓝色城邦(公寓),上海市浦东新区蓝色城邦,"121.811394,30.900974"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
翠珠大厦,上海市浦东新区翠珠大厦,"121.699448,31.193600"
毕加索小镇(一期)(公寓),上海市浦东新区毕加索小镇,"121.705009,31.209188"
梅花路168弄,上海市浦东新区梅花路168弄,"121.760559,31.051775"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
云锦名苑,上海市浦东新区云锦名苑,"121.824234,30.899065"
听潮五村,上海市浦东新区听潮五村,"121.747986,31.045692"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
泥城苑,上海市浦东新区泥城苑,"121.831535,30.903568"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
泥城苑,上海市浦东新区泥城苑,"121.831535,30.903568"
欣菊苑,上海市宝山区欣菊苑,"121.368156,31.348858"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
泥城苑,上海市浦东新区泥城苑,"121.831535,30.903568"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
临港海滨国际花园,上海市浦东新区临港海滨国际花园,"121.857941,30.867567"
鑫通公寓,上海市浦东新区鑫通公寓,"121.753502,31.041746"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
康敏苑,上海市浦东新区康敏苑,"121.741920,31.039824"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
莎海惠晨苑,上海市浦东新区莎海惠晨苑,"121.765633,31.041794"
欣菊苑,上海市宝山区欣菊苑,"121.368156,31.348858"
欣菊苑,上海市宝山区欣菊苑,"121.368156,31.348858"
海高一村,上海市浦东新区海高一村,"121.584991,31.350050"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
蓝色城邦(公寓),上海市浦东新区蓝色城邦,"121.811394,30.900974"
民胜苑,上海市浦东新区民胜苑,"121.654221,31.270546"
翠珠大厦,上海市浦东新区翠珠大厦,"121.699448,31.193600"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
滴水湖馨苑一期,上海市浦东新区港城滴水湖馨苑,"121.908585,30.894524"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
新芦苑,上海市浦东新区新芦苑,"121.851799,30.874800"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
鼎隆大厦,上海市浦东新区鼎隆大厦,"121.550903,31.247553"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(一期)(别墅),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
布鲁斯小镇(绿地·皇家官邸),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
翠珠大厦,上海市浦东新区翠珠大厦,"121.699448,31.193600"
丽泽荷亭苑,上海市浦东新区丽泽荷亭苑,"121.875160,30.975315"
丽泽荷亭苑,上海市浦东新区丽泽荷亭苑,"121.875160,30.975315"
中海御景熙岸(公寓),上海市浦东新区中海御景熙岸,"121.531471,31.129238"
中海御景熙岸(公寓),上海市浦东新区中海御景熙岸,"121.531471,31.129238"
美芦苑,上海市浦东新区美芦苑,"121.837624,30.889793"
蓝色城邦(公寓),上海市浦东新区蓝色城邦,"121.811394,30.900974"
布鲁斯小镇(二期),上海市浦东新区布鲁斯小镇,"121.762169,31.033257"
雪野二村,上海市浦东新区雪野二村,"121.497757,31.182205"
金杨新村四街坊,上海市浦东新区金杨新村四街坊,"121.573746,31.244490"
雪野二村,上海市浦东新区雪野二村,"121.497757,31.182205"
泉东(二)小区,上海市浦东新区泉东(二)小区,"121.522343,31.227040"
由由六村,上海市浦东新区由由六村,"121.528671,31.189981"
西镇小区(浦东),上海市浦东新区西镇小区(浦东),"121.549861,31.241775"
朱家滩小区,上海市浦东新区朱家滩小区,"121.519318,31.224300"
蓝高小区,上海市浦东新区蓝高小区,"121.530960,31.210274"
金杨新村四街坊,上海市浦东新区金杨新村四街坊,"121.573746,31.244490"
上南十村,上海市徐汇区上南十村,"121.420753,31.175236"
紫叶花园,上海市浦东新区紫叶花园,"121.551779,31.183208"
金杨二街坊,上海市浦东新区金杨二街坊,"121.576042,31.247480"
金杨新村四街坊,上海市浦东新区金杨新村四街坊,"121.573746,31.244490"
峨山路600-606号(双),上海市浦东新区峨山路600号,"121.522494,31.214241"
浦建小区,上海市浦东新区浦建小区,"121.520844,31.210224"
龙阳小区,上海市青浦区龙阳小区,"121.138237,31.160835"
博三小区,上海市浦东新区博三小区,"121.582100,31.264933"
云台二小区,上海市浦东新区云台二小区,"121.508713,31.175306"
紫叶花园,上海市浦东新区紫叶花园,"121.551779,31.183208"
香山新村东北街坊,上海市浦东新区香山新村东北街坊,"121.571350,31.242752"
华南名苑,上海市浦东新区华南名苑,"121.504112,31.189972"
云台二小区,上海市浦东新区云台二小区,"121.508713,31.175306"
潍坊二村,上海市浦东新区潍坊二村,"121.520438,31.220279"
上南五村,上海市浦东新区上南五村,"121.506447,31.243141"
潍坊二村,上海市浦东新区潍坊二村,"121.520438,31.220279"
