title,位置,经纬度
临沂六村,山东省临沂市平邑县六村,"117.642970,35.496678"
沪东新村,上海市浦东新区沪东新村,"121.584488,31.262302"
上钢八九村,湖北省荆州市江陵县八九村,"112.399727,30.155327"
济阳三村,山东省济南市济阳区,"117.173722,36.978299"
富特四村,上海市浦东新区富特四村,"121.587593,31.339586"
临沂六村,山东省临沂市平邑县六村,"117.642970,35.496678"
东陆新村六街坊,上海市浦东新区东陆新村六街坊,"121.596703,31.278627"
船舶新村,云南省昆明市官渡区船舶新村,"102.799202,24.990204"
上钢八九村,湖北省荆州市江陵县八九村,"112.399727,30.155327"
海防新村,浙江省舟山市普陀区海防新村,"122.380020,29.990473"
上钢八九村,湖北省荆州市江陵县八九村,"112.399727,30.155327"
海防新村,浙江省舟山市普陀区海防新村,"122.380020,29.990473"
香山新村西南街坊,上海市浦东新区香山新村西南街坊,"121.569611,31.238850"
东三小区,上海市浦东新区东三小区,"121.602341,31.266153"
临沂一村,山东省临沂市沂水县一村,"118.715409,35.952981"
丰舍西苑,上海市浦东新区丰舍西苑,"121.662140,31.275124"
浦发绿城浦三路2801弄,上海市浦东新区浦发绿城,"121.542114,31.148705"
汇善嘉苑,上海市浦东新区汇善嘉苑,"121.609268,31.079386"
彩虹雅苑,上海市浦东新区彩虹雅苑,"121.738220,31.054764"
瑞阳苑,上海市浦东新区瑞阳苑,"121.589409,31.093327"
金色郦苑,上海市浦东新区金色郦苑,"121.536461,31.364283"
高盛家园,湖南省长沙市雨花区高升小区,"113.005806,28.110666"
星晓家园,上海市浦东新区星晓家园,"121.675369,31.277138"
高行绿洲(四期),上海市浦东新区高行绿洲,"121.591522,31.329851"
幸福里,辽宁省铁岭市铁岭县幸福里,"123.742165,42.234123"
朱家门小区,上海市浦东新区朱家门小区,"121.580711,31.276817"
昱龙家园,上海市浦东新区昱龙家园,"121.597608,31.122457"
中惠广场,上海市浦东新区中惠广场,"121.609695,31.253231"
高行绿洲(五期),上海市浦东新区高行绿洲,"121.591522,31.329851"
金枫公寓,上海市浦东新区金枫公寓,"121.682663,31.238955"
海尚乐苑,上海市浦东新区海尚乐苑,"121.603439,31.116377"
高行绿洲(二期),上海市浦东新区高行绿洲,"121.591522,31.329851"
东兴苑,陕西省榆林市神木市东兴苑,"110.472293,38.895414"
凌兆新村(凌兆路586弄),上海市浦东新区凌兆路586弄,"121.501816,31.144197"
杨镇新村,上海市浦东新区杨镇新村,"121.593399,31.217808"
海高新村,上海市浦东新区海高新村,"121.584892,31.349966"
汇贤雅苑,上海市浦东新区汇贤雅苑,"121.603897,31.071760"
申雅苑,上海市浦东新区申雅苑,"121.590744,31.119904"
银山小区,河北省邯郸市武安市银山小区,"114.168427,36.689701"
汇福家园吉祥里,上海市浦东新区汇福家园,"121.605530,31.094545"
佳伟景苑,上海市浦东新区佳伟景苑,"121.675064,31.283768"
沉香苑二街坊,上海市浦东新区沉香苑二街坊,"121.593452,31.074316"
星海家园,山东省聊城市东昌府区星光星海家园,"115.987289,36.467300"
繁荣安居,四川省遂宁市安居区,"105.456360,30.355091"
高行绿洲(五期),上海市浦东新区高行绿洲,"121.591522,31.329851"
东都豪苑,上海市浦东新区东都豪苑,"121.753029,31.177605"
听潮六村,上海市浦东新区听潮六村,"121.743423,31.045002"
富特四村,上海市浦东新区富特四村,"121.587593,31.339586"
王桥小区,上海市浦东新区王桥小区,"121.681259,31.234648"
公元新村,上海市浦东新区公园新邨,"121.751289,31.044659"
锦福苑,广东省深圳市南山区仓前锦福苑,"113.919594,22.527622"
河滨小区,浙江省嘉兴市海盐县河滨小区,"120.937080,30.509123"
印象生活广场,上海市浦东新区印象生活广场,"121.593201,31.115139"
曙光南桥小区,上海市浦东新区曙光南桥小区,"121.708710,31.191469"
瑞浦嘉苑,上海市浦东新区瑞浦嘉苑,"121.586746,31.086233"
艾南小区,上海市浦东新区艾南小区,"121.530815,31.169516"
环庆新苑,上海市浦东新区环庆新苑,"121.688065,31.245193"
东都小区,山东省青岛市胶州市东都花园,"120.040619,36.294693"
昱星家园,上海市浦东新区昱星家园,"121.583199,31.107456"
富特四村,上海市浦东新区富特四村,"121.587593,31.339586"
盛大天地青春里2.0,上海市浦东新区盛大天地青春里,"121.603310,31.173262"
朱家门小区,上海市浦东新区朱家门小区,"121.580711,31.276817"
新川小区,四川省绵阳市北川羌族自治县新川小区,"104.468880,31.600948"
环庆新苑,上海市浦东新区环庆新苑,"121.688065,31.245193"
听潮六村,上海市浦东新区听潮六村,"121.743423,31.045002"
陆凌新村,上海市浦东新区陆凌新村,"121.562035,31.347713"
城西小区,新疆维吾尔自治区和田地区和田市城西小区,"79.903309,37.122929"
听潮六村,上海市浦东新区听潮六村,"121.743423,31.045002"
城南小区,福建省泉州市永春县城南小区,"118.305557,25.300676"
高东新村,上海市浦东新区高东新村,"121.579468,31.347507"
盛大天地青春里2.0,上海市浦东新区盛大天地青春里,"121.603310,31.173262"
富特五村,上海市浦东新区富特五村,"121.586075,31.338705"
阳光城MODO自由区,福建省福州市鼓楼区阳光城,"119.286247,26.071875"
新川小区,四川省绵阳市北川羌族自治县新川小区,"104.468880,31.600948"
南码头路193弄,上海市浦东新区南码头路一九三弄,"121.508606,31.198675"
龚华新村,上海市浦东新区龚华新村,"121.686737,31.261646"
阳光城MODO自由区,福建省福州市鼓楼区阳光城,"119.286247,26.071875"
园西小区,河北省衡水市桃城区园西小区,"115.695778,37.730446"
万馨佳园,上海市浦东新区万馨佳园,"121.673340,31.191942"
沪东新村,上海市浦东新区沪东新村,"121.584488,31.262302"
周东一村,上海市浦东新区周东一村,"121.583778,31.122194"
金盛佳苑,上海市浦东新区金盛佳苑,"121.689888,31.253487"
临沂五村,山东省临沂市罗庄区五村,"118.258631,34.978263"
顺馨佳园,上海市浦东新区顺馨佳园,"121.676117,31.192949"
玉兰香苑二期A块,上海市浦东新区玉兰香苑二期,"121.627602,31.194557"
富特四村,上海市浦东新区富特四村,"121.587593,31.339586"
阳光三村,上海市浦东新区阳光三村,"121.552567,31.246908"
周东一村,上海市浦东新区周东一村,"121.583778,31.122194"
安阁苑,上海市浦东新区安阁苑,"121.579323,31.092308"
栖山路1861弄,上海市浦东新区栖山路1861弄,"121.570671,31.261926"
东三小区,上海市浦东新区东三小区,"121.602341,31.266153"
临丰小区,上海市浦东新区临丰小区,"121.690155,31.192568"
东南三村,上海市浦东新区东南三村,"121.583824,31.110098"
城南路小区,河南省郑州市管城回族区城南路小区,"113.689056,34.743694"
曙光南桥小区,上海市浦东新区曙光南桥小区,"121.708710,31.191469"
城南居委小区,上海市浦东新区城南居委,"121.706383,31.191561"
绿海家园,北京市顺义区绿海家园,"116.622002,40.155899"
沪东新村,上海市浦东新区沪东新村,"121.584488,31.262302"
禹洲金桥国际,上海市浦东新区禹洲金桥国际,"121.579338,31.255526"
临园小区,上海市浦东新区临园小区,"121.699005,31.191544"
园西二居,上海市浦东新区园西二居,"121.694717,31.189350"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
丝庐雅苑二期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
中惠广场,上海市浦东新区中惠广场,"121.609695,31.253231"
中惠广场,上海市浦东新区中惠广场,"121.609695,31.253231"
丝庐雅苑二期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
中惠广场,上海市浦东新区中惠广场,"121.609695,31.253231"
天和湖滨家园(公寓),河南省三门峡市湖滨区教师家属楼,"111.207010,34.771120"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
丝庐雅苑二期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
丝庐雅苑二期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
丝庐雅苑一期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
金领国际(公寓),山东省枣庄市滕州市金领国际,"117.170624,35.082874"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
金领国际(公寓),山东省枣庄市滕州市金领国际,"117.170624,35.082874"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
丝庐雅苑二期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
金杨新村八街坊,上海市浦东新区金杨新村八街坊,"121.584702,31.245625"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
安阁苑,上海市浦东新区安阁苑,"121.579323,31.092308"
金沁苑,上海市浦东新区金沁苑,"121.598503,31.081644"
凌港城,上海市浦东新区凌港城,"121.736458,31.170120"
瑞和苑,广东省梅州市大埔县瑞和苑,"116.690033,24.357990"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
丽都华庭,上海市浦东新区丽都华庭,"121.824844,30.898340"
凌港城,上海市浦东新区凌港城,"121.736458,31.170120"
民乐城惠益绿苑,上海市浦东新区民乐城惠益绿苑,"121.738839,31.065834"
盛泰家园,山东省青岛市城阳区盛泰家园,"120.452110,36.261074"
潼港八村,上海市浦东新区潼港八村,"121.563263,31.248215"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
远东小区,陕西省西安市莲湖区远东家属院,"108.862411,34.269459"
长泰东郊御园(公寓),福建省漳州市芗城区公寓,"117.665206,24.520036"
乐源城C区,上海市浦东新区乐源城c区,"121.776923,31.048385"
民乐城丽园,上海市浦东新区民乐城丽园,"121.738292,31.063680"
百欣苑,上海市浦东新区百欣苑,"121.752472,31.170876"
鹤沙航城东茗苑,上海市浦东新区鹤沙航城东茗苑,"121.602766,31.074136"
桃园公寓(川沙),广东省广州市花都区桃园公寓,"113.227753,23.390614"
彩虹新村,广东省江门市鹤山市彩虹新邨,"112.824211,22.628353"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
桃园新城中虹佳园,上海市浦东新区桃园新城中虹佳园,"121.585096,31.095047"
思凡花苑二街坊,上海市浦东新区花苑二街坊,"121.750275,31.145092"
丝庐雅苑二期,上海市浦东新区丝庐雅苑,"121.658165,31.032492"
东升家园(三期),上海市浦东新区东升家园,"121.604713,31.020880"
王桥小区,上海市浦东新区王桥小区,"121.681259,31.234648"
汇通新村,上海市浦东新区汇通新村,"121.750443,31.046963"
桃源二村,湖南省常德市桃源县,"111.488985,28.902320"
怡静园,辽宁省沈阳市沈河区怡静园,"123.455887,41.776798"
听潮四村,上海市浦东新区听潮四村,"121.742966,31.047499"
汇锦城二期,上海市浦东新区吉宝汇锦城二期,"121.639687,31.031315"
听潮四村,上海市浦东新区听潮四村,"121.742966,31.047499"
桃源二村,湖南省常德市桃源县,"111.488985,28.902320"
新雅小区,上海市浦东新区新雅小区,"121.655113,31.280384"
公益路东苑,福建省福州市鼓楼区公益路东苑(西门),"119.300598,26.095394"
甬申金地城,上海市浦东新区甬申金地城,"121.767288,31.057440"
听潮二村,上海市浦东新区听潮二村,"121.745613,31.050718"
桃源二村,湖南省常德市桃源县,"111.488985,28.902320"
临园小区,上海市浦东新区临园小区,"121.699005,31.191544"
中洲华庭,江苏省泰州市靖江市中洲华庭,"120.258263,31.996441"
听潮四村,上海市浦东新区听潮四村,"121.742966,31.047499"
听潮二村,上海市浦东新区听潮二村,"121.745613,31.050718"
听潮一村,上海市浦东新区听潮一村,"121.739876,31.046640"
惠康苑东苑,香港特别行政区香港特别行政区西貢區惠康,"114.274490,22.376692"
绿缘新村,上海市浦东新区绿缘新村,"121.761986,31.037413"
康桥宝邸,上海市浦东新区康桥宝邸,"121.602409,31.123215"
金盛佳苑,上海市浦东新区金盛佳苑,"121.689888,31.253487"
海鑫苑,内蒙古自治区呼和浩特市新城区海鑫苑,"111.710297,40.843559"
临河小区,内蒙古自治区巴彦淖尔市临河区,"107.363536,40.750969"
河滨城市花园,上海市浦东新区河滨城市花园,"121.655353,31.262692"
华高二村,上海市浦东新区华高二村,"121.615974,31.281120"
周康一村,上海市浦东新区周康一村,"121.568604,31.135033"
逸亭佳苑,上海市浦东新区逸亭佳苑,"121.586105,31.114622"
浦东北路1350弄,上海市浦东新区浦东北路,"121.572952,31.331055"
伟莱家园,上海市浦东新区伟莱家园,"121.577202,31.281532"
城市经典二期(公寓),河南省郑州市金水区汉飞城市经典,"113.672447,34.824795"
城市经典二期(公寓),河南省郑州市金水区汉飞城市经典,"113.672447,34.824795"
城市经典二期(公寓),河南省郑州市金水区汉飞城市经典,"113.672447,34.824795"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
同润蓝美俊庭,上海市浦东新区同润蓝美俊庭,"121.747269,30.961639"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
听潮六村,上海市浦东新区听潮六村,"121.743423,31.045002"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
龙源星城,上海市浦东新区龙源星城,"121.783920,31.046459"
惠南一方新城,上海市浦东新区惠南一方新城,"121.737942,31.035214"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
艺泰安邦,山东省泰安市,"117.086963,36.201784"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
欣松苑,上海市浦东新区欣松苑,"121.700035,31.023359"
泥城苑,上海市浦东新区泥城苑,"121.831535,30.903568"
欣梅苑,上海市浦东新区欣梅苑,"121.701752,31.025724"
绿地临港家园（海洋小区）,上海市浦东新区滴水湖海洋小区,"121.914848,30.881708"
欣菊苑,上海市宝山区欣菊苑,"121.368156,31.348858"
听潮六村,上海市浦东新区听潮六村,"121.743423,31.045002"
申云小区,上海市浦东新区申云小区,"121.751274,31.039566"
欣荷苑,上海市浦东新区欣荷苑,"121.702454,31.020790"
欣荷苑,上海市浦东新区欣荷苑,"121.702454,31.020790"
德盈佳园,上海市浦东新区德盈佳园,"121.799492,31.058006"
欣梅苑,上海市浦东新区欣梅苑,"121.701752,31.025724"
临港家园,上海市浦东新区临港家园,"121.918182,30.879816"
晨阳小区,湖北省荆门市掇刀区晨阳小区,"112.205154,30.998991"
